word,rythm
sympathieen,[0. 0. 1. 0.]
harmonieen,[0. 0. 1. 0.]
durchzittern,[0. 1. 0.]
melodieen,[0.5 0.  1.  0. ]
abendglüh,[1.  0.5 0. ]
schmilzst,[0.5]
kinderherzens,[1.  0.  0.5 0. ]
morgenroth,[1.  0.  0.5]
brautgemach,[1.  0.  0.5]
reifestracht,[1.  0.5]
frühern,[1. 0.]
gothisches,[1. 0. 0.]
hirschgeweih,[1.  0.5 0. ]
muthig,[1.]
purpurmündchens,[1.  0.  0.5 0. ]
glockenklang,[1.  0.  0.5]
hörnerschall,[1.  0.  0.5]
zaubermelodie,[1.  0.  0.  0.  0.5]
erdensohn,[1.  0.  0.5 0. ]
neubelebt,[1.  0.  0.5]
kinderbrust,[1.  0.  0.5]
geschwung,[0. 1.]
ner,[0.5]
flammenringe,[1.  0.  0.5 0. ]
einz,[0.5]
saturnus,[0. 1. 0.]
rungssonne,[1.  0.5 0. ]
umgiebt,[1.  0.5]
geschloss,[0. 1.]
geschau,[0. 1.]
unbewußt,[1.  0.  0.5]
unterweges,[0. 0. 1. 0.]
kinderherzen,[1.  0.  0.5 0. ]
jubelton,[1.  0.  0.5]
frühroths,[0.5]
paradirt,[0. 0. 1.]
kommandirt,[0.  1.  0.5]
erschloß,[0. 1.]
farbenpracht,[1.  0.  0.  0.5]
galloppe,[0. 1. 0.]
mutterfroh,[1.  0.  0.5]
offnes,[1. 0.]
märchensaal,[1.  0.  0.5]
welterschütternd,[1.  0.  0.5 0. ]
gebrause,[0. 1. 0.]
göthe,[1. 0.]
sproß,[0.5]
bethauen,[1.  0.  0.5 0. ]
goldne,[1. 0.]
vließ,[0.5]
kolchis,[1. 0.]
bildschnitzers,[1.  0.5 0. ]
umkrönen,[1.  0.5 0. ]
christussonne,[1.  0.  0.5 0. ]
marmorgestein,[1.  0.  0.  0.5]
mutterlieb,[1.  0.  0.5]
stymphalide,[0.5 0.  1.  0. ]
mißgunst,[1. 0.]
bucephalus,[0. 1. 0. 0.]
siegesfanfaren,[1.  0.  0.  0.5 0. ]
durchtönen,[1.  0.5 0. ]
czaren,[1. 0.]
thems,[0.5]
siegszug,[1.  0.5]
alexanderzug,[0.  1.  0.  0.5]
umstrandet,[1.  0.5 0. ]
siebenfarbiger,[0.5 0.  1.  0.  0.  0. ]
ehrenpforte,[1.  0.  0.5 0. ]
excellent,[0. 0. 1.]
censur,[0. 1.]
october,[0. 1. 0.]
bescheeren,[0. 1. 0.]
iliade,[1. 0. 0.]
phidias,[1. 0. 0.]
dereinstens,[0. 1. 0.]
horazens,[0. 1. 0.]
zogest,[1. 0.]
götterform,[1.  0.  0.5]
erdenschooße,[1.  0.  0.5 0. ]
christenthum,[0.5]
lässest,[1. 0.]
heiligthum,[1. 0. 0.]
copernikus,[0. 1. 0. 0.]
marmorwort,[1.  0.  0.5]
todtes,[1. 0.]
mutterherz,[1.  0.  0.5]
jünglingskreis,[1.  0.  0.5]
freudenkerzen,[1.  0.  0.5 0. ]
standsgenossen,[1.  0.  0.5 0. ]
krankheitsnoth,[1.  0.  0.5]
geistesfrei,[1.  0.  0.5]
nied,[0.5]
rer,[0.5]
allerwege,[1.  0.  0.5 0. ]
anmuth,[1. 0.]
unschuldsfroh,[1.  0.  0.5]
ganymed,[1. 0. 0.]
nd,[0.5]
labung,[1. 0.]
zauberstab,[1.  0.  0.5]
buchensaal,[1.  0.  0.5]
zurücke,[0. 1.]
heimathsort,[1.  0.  0.5]
lischen,[1. 0.]
gedankenvoll,[0.  1.  0.  0.5]
brüderlein,[1. 0. 0.]
wüßt,[0.5]
niederwärts,[1. 0. 0.]
scharfzahn,[1.  0.5 0. ]
zweiräd,[1.  0.5]
riger,[1. 0.]
fieberbleich,[1.  0.  0.5]
erdenrund,[1.  0.  0.5]
kummt,[0.5]
troß,[0.5]
strahlenschein,[1.  0.  0.5]
sternenkreis,[1.  0.  0.5]
wehmuthsvoller,[1.  0.  0.5 0. ]
abschiedskleide,[1.  0.  0.5 0. ]
farbenton,[1.  0.  0.  0.5]
waldeskron,[1.  0.  0.5]
geisterflüstern,[1.  0.  0.5 0. ]
gallerie,[0. 1. 0.]
hochgefeiert,[1.  0.  0.5 0. ]
or,[0.5]
ginal,[0. 1.]
werthvoll,[1.  0.  0.5]
bildersaal,[1.  0.  0.5]
dämmerlichte,[1.  0.  0.5 0. ]
abendstrahl,[1.  0.5 0. ]
angehauchet,[1.  0.  0.5 0. ]
ruisdal,[1. 0.]
potter,[1. 0.]
windesweh,[1.  0.  0.5]
eckersberg,[1.  0.5]
däucht,[0.5]
farbenschimmer,[1.  0.  0.  0.5 0. ]
caravaggio,[0. 0. 1. 0.]
farbenschöne,[1.  0.  0.  0.5 0. ]
waldnatur,[1.  0.  0.5]
molltöne,[1.  0.5 0. ]
farbenmelodieen,[1.  0.  0.  0.  0.  0.5 0. ]
waldeshallen,[1.  0.  0.5 0. ]
kirchendom,[1.  0.  0.5]
haydn,[0.5]
weyse,[1. 0.]
waldesplan,[1.  0.  0.5]
jephta,[1. 0. 0.]
seifenblas,[1.  0.  0.5]
farbenmeere,[1.  0.  0.  0.5 0. ]
centrum,[1. 0.]
traumgebild,[1.  0.  0.5]
ewigwahren,[1.  0.5 0. ]
gemsenjäger,[1.  0.  0.5 0. ]
heiterm,[1. 0.]
karthaune,[1.  0.5 0. ]
verrieth,[0. 1. 0.]
freiheitsrausch,[1.  0.  0.5]
jugendtanz,[1.  0.  0.5]
blumenkranz,[1.  0.  0.5]
ungekannter,[1.  0.  0.5 0. ]
genuß,[0. 1.]
himmelspforte,[1.  0.  0.5 0. ]
geknicket,[0. 1.]
dichterglaube,[1.  0.  0.5 0. ]
frederik,[0. 1. 0.]
todtenhemd,[1.  0.  0.5]
haß,[0.5]
tedeum,[0. 1. 0.]
märzveilchen,[1.  0.5 0. ]
theetisch,[1. 0.]
conversation,[0. 0. 0. 1. 0.]
aegypten,[1. 0.]
gekurre,[0. 1. 0.]
schwälblein,[1. 0.]
gurresee,[1.  0.  0.5]
tovelille,[0. 0. 1. 0.]
freudenreich,[1.  0.  0.5]
lebenswonne,[1.  0.  0.5 0. ]
liebeslust,[1.  0.  0.5]
sehnsuchtsseufzer,[1.  0.  0.5 0. ]
signe,[1. 0. 0.]
hagbarths,[1. 0.]
meermanns,[1.  0.5]
agnete,[1. 0.]
liebeswarm,[1.  0.  0.5]
eisgestaden,[1.  0.  0.5 0. ]
wallross,[1.  0.5]
eskimoen,[1. 0. 0.]
ruhevoll,[1.  0.  0.5]
palmenland,[1.  0.  0.5]
himmelsblau,[1.  0.  0.5]
walpurgistag,[0. 0. 1. 0.]
bauerbursch,[1.  0.  0.  0.5]
frühlingsschmuck,[1.  0.  0.5]
gnäd,[0.5]
maiensonnenglanze,[1.  0.  0.  0.  0.5]
konka,[1. 0.]
oelbaum,[1.  0.5]
cactus,[1. 0.]
giovanni,[1. 0. 0.]
aufschauend,[1.  0.5 0. ]
himmelsbogen,[1.  0.  0.5 0. ]
beatrice,[0. 1.]
abendröthe,[1.  0.5]
purpurgluth,[1.  0.  0.5]
weißgekleidet,[1.  0.  0.5 0. ]
flammenlocke,[1.  0.  0.5 0. ]
gewund,[0. 1.]
ausgebrannte,[1.  0.  0.5 0. ]
mühvoll,[1.  0.5]
maulthier,[1.  0.5]
lavasterne,[1.  0.  0.5 0. ]
sirocco,[0. 1. 0.]
flüß,[0.5]
gluthfrucht,[1.  0.5]
entquillt,[0. 1.]
feur,[0.5]
knieen,[0.5]
städt,[0.5]
avernus,[1. 0.]
marmorkleid,[1.  0.  0.5]
bauergärtchen,[1.  0.  0.5 0. ]
sammt,[0.5]
traubenreichen,[1.  0.  0.5 0. ]
volksgewimmel,[1.  0.  0.5 0. ]
wellerbauten,[1.  0.  0.5 0. ]
säß,[0.5]
himmelsewigkeit,[1.  0.  0.  0.5 0. ]
blumenblatt,[1.  0.  0.5]
getrennet,[0. 1. 0.]
sternenschaar,[1.  0.  0.5]
vaterbild,[1.  0.  0.5]
flög,[0.5]
freudenschätze,[1.  0.  0.5 0. ]
blätterduft,[1.  0.  0.5]
erröthete,[0. 1. 0. 0.]
läs,[0.5]
gestikuliret,[0. 0. 0. 1. 0.]
sehre,[1. 0.]
gefängnißthurm,[0.  1.  0.5]
gefängnißkammer,[0.  1.  0.  0.5 0. ]
bängniß,[1. 0.]
herzensgefängniß,[1.  0.  0.  0.5 0. ]
comödie,[0. 1. 0.]
ander,[1. 0.]
spectakel,[0. 1. 0.]
bronnen,[1. 0.]
gefängniß,[0. 1. 0.]
gefang,[0. 1.]
dachkämmerlein,[1.  0.  0.5 0.  0. ]
mutterarme,[1.  0.  0.5 0. ]
lebenswarme,[1.  0.  0.5 0. ]
athme,[1. 0.]
sangest,[1. 0.]
klippenvorsprung,[1.  0.  0.5 0. ]
epheuranken,[1.  0.5 0. ]
lucie,[0. 1.]
edgar,[1. 0.]
ravenswood,[1.  0.  0.5]
trümmerspur,[1.  0.  0.5]
erhab,[0. 1.]
romeo,[1. 0.]
sternenreih,[1.  0.  0.5]
brahe,[1. 0.]
gewaget,[0. 1. 0.]
nden,[1.]
umwogt,[1.  0.5]
kaprifolien,[0. 0. 1. 0. 0.]
dichtbelaubt,[1.  0.  0.5]
himmelsdeck,[1.  0.  0.5]
tausendschön,[1.  0.  0.5]
blumendold,[1.  0.  0.5]
gewitterschwang,[0.  1.  0.  0.5]
felsensaal,[1.  0.  0.5]
wolkenzelt,[1.  0.  0.5]
zerbroch,[0. 1.]
aehren,[1. 0.]
purpurroth,[1.  0.  0.5]
flammenherzens,[1.  0.  0.5 0. ]
verstünd,[0. 1.]
erdenlarve,[1.  0.  0.5 0.  0. ]
neugebornen,[1.  0.  0.5 0. ]
todeshand,[1.  0.  0.5]
erdenlust,[1.  0.  0.5]
allmächt,[0. 1.]
marmorstein,[1.  0.  0.5]
ründen,[1. 0.]
sonnenstrahlenschein,[1.  0.  0.  0.  0.5]
wellenhaar,[1.  0.  0.5]
sommersaal,[1.  0.  0.5]
höll,[0.5]
sehnsuchtsvollen,[1.  0.  0.5 0. ]
hoffnungstraum,[1.  0.  0.5]
vorbeigefegt,[0.  1.  0.  0.5]
verdrehn,[0. 1.]
zergehn,[0. 1.]
küßten,[1. 0.]
mäkten,[1. 0.]
allgewaltig,[1.  0.  0.5 0. ]
allgewalt,[1.  0.  0.5]
menschenherz,[1.  0.  0.5]
kirchenthür,[1.  0.  0.5 0. ]
kinderköpfchen,[1.  0.  0.5 0. ]
spielzerzaust,[1.  0.5]
pätschchen,[1. 0. 0.]
vergelt,[0. 1.]
waldeshang,[1.  0.  0.5]
ameis,[1.]
glitzt,[0.5]
dörflein,[1. 0.]
feierkleid,[1.  0.  0.5]
farbenschein,[1.  0.  0.  0.5]
gnadenmutter,[1.  0.  0.5 0. ]
händ,[0.5]
gewend,[0. 1.]
schauens,[1. 0.]
spräch,[0.5]
ungebärdig,[1.  0.  0.5 0. ]
254,[1.]
tagesstrahl,[1.  0.  0.  0.5]
liebestraum,[1.  0.  0.5]
geschäh,[0. 1.]
gemißt,[0. 1.]
erdenschoß,[1.  0.  0.5]
genoß,[0. 1.]
wehmutreiche,[1.  0.  0.5 0. ]
tiefst,[0.5]
jugendkraft,[1.  0.  0.5]
käm,[0.5]
überreiches,[0.5 1.  0. ]
vierzigtausend,[1.  0.  0.5 0. ]
unholdes,[1.  0.5 0. ]
herzenswunden,[1.  0.  0.5 0. ]
silberhelle,[1.  0.  0.5 0. ]
wohlgeschult,[1.  0.  0.5]
maienfröstlich,[1.  0.  0.5 0. ]
bittrer,[1. 0.]
scheidestund,[1.  0.5 0. ]
zeitenstrome,[1.  0.  0.5 0. ]
aergste,[1. 0.]
unbestritten,[1.  0.  0.5 0. ]
herzensschlage,[1.  0.  0.5 0. ]
schöpfungstage,[1.  0.  0.5 0. ]
dahier,[0. 1.]
bißchen,[1. 0.]
grämlich,[1. 0.]
gratulantencorps,[0.  0.  1.  0.  0.5]
händigt,[1. 0.]
afs,[1.]
glaserl,[1. 0.]
schmeichelsprach,[1.  0.5 0. ]
neujahrmorgen,[1.  0.  0.5 0. ]
xundheit,[1. 0.]
mer,[0.5]
augenblinken,[1. 0. 0. 0.]
habts,[0.5]
vagess,[0. 1. 0.]
dasselb,[0. 1.]
kindesblick,[1.  0.  0.5]
kinderherz,[1.  0.  0.5]
weihnachtslichter,[1.  0.  0.5 0. ]
kinderjubel,[1.  0.  0.5 0. ]
hilfbereit,[1.  0.  0.5]
menschenhülle,[1.  0.  0.5 0. ]
aergstes,[1. 0.]
schluß,[0.5]
wasserflut,[1.  0.  0.5]
durchzittert,[1.  0.5 0. ]
niedre,[1. 0.]
aergsten,[1. 0.]
biedre,[1. 0.]
bodenkrume,[1.  0.  0.5 0. ]
aufgebauet,[1.  0.  0.5 0. ]
eurem,[1. 0.]
wißt,[0.5]
ueberfluß,[1.  0.  0.5]
nachgelüsten,[1.  0.  0.5 0. ]
heißergrimmten,[1.  0.  0.5 0. ]
gehaste,[0. 1. 0.]
romas,[1. 0.]
götterlosen,[1.  0.  0.5 0. ]
thoren,[1. 0.]
anheimgegeben,[0.  1.  0.  0.5 0. ]
brotgestalten,[1.  0.  0.5 0. ]
unentweiht,[0. 0. 1.]
innigkeit,[1. 0. 0.]
phrasensammeln,[1.  0.  0.5 0. ]
ueberschwenglichkeit,[1.  0.  0.5 0.  0. ]
stünd,[0.5]
wechselstreit,[1.  0.  0.5]
trüglich,[1. 0.]
hochgemutet,[1.  0.  0.5 0. ]
bestehn,[0. 1.]
umdunkeln,[1.  0.5 0. ]
friedenswelt,[1.  0.  0.5]
eifervollen,[1. 0. 0. 0.]
photographenkasten,[0.  1.  0.  0.5 0.  0. ]
spielgenossen,[1.  0.  0.5 0. ]
hinabgeleit,[0.  1.  0.  0.5]
kinderpfaid,[1.  0.  0.5]
küßtest,[1. 0.]
bewußt,[0. 1.]
unsers,[1. 0.]
aesten,[1. 0.]
allimmerdar,[1.  0.  0.5 0. ]
selbsterkennens,[1.  0.  0.  0.  0.5]
verbrennens,[0. 1. 0.]
wassergerinne,[1.  0.  0.5 0.  0. ]
unterdess,[1. 0. 0.]
vollmondlicht,[1.  0.  0.5]
abschüttelnd,[1.  0.5 0. ]
auferwacht,[1.  0.  0.5]
vergehn,[0. 1.]
himmelsraum,[1.  0.  0.5]
selbstvergessne,[1.  0.  0.5 0.  0. ]
monderhellt,[1.  0.  0.5]
stoßweis,[1.  0.5]
wasserstreif,[1.  0.  0.5]
farbenprächt,[1.  0.  0.  0.5]
sorgenvolles,[1.  0.  0.5 0. ]
waldhinein,[1. 0. 0.]
waldesschatten,[1.  0.  0.5 0. ]
weggeschritten,[1.  0.  0.5 0. ]
hanne,[1. 0.]
gottverlass,[1.  0.  0.5]
hannens,[1. 0.]
jed,[0.5]
mißverstehn,[1.  0.  0.5]
birkenkreuz,[1.  0.  0.5]
düsterm,[1. 0.]
abatissin,[0. 1. 0.]
himmelsbräutigam,[1.  0.  0.5 0.  0. ]
aebtin,[1. 0.]
werkleut,[1.  0.  0.5]
mauret,[1. 0.]
sünd,[0.5]
nit,[0.5]
genaden,[0. 1. 0.]
schwesterlein,[1. 0. 0.]
hinwärts,[1.  0.5]
maureten,[1.  0.5 0. ]
pön,[0.5]
hinabwarts,[0.  1.  0.5]
gastgelaß,[1.  0.  0.5]
umfahet,[0. 1. 0.]
beid,[0.5]
klosterpfort,[1.  0.  0.5]
juanita,[1. 0. 0.]
nonnenschul,[1.  0.  0.5]
greuel,[1. 0.]
abscheuvolle,[1. 0. 0. 0.]
britenreiche,[1.  0.  0.5 0. ]
urelternpaar,[1.  0.  0.  0.5]
verschwestern,[0. 1. 0.]
bethöret,[1.  0.5 0. ]
menschenherkunft,[1.  0.  0.5 0. ]
gekehret,[0. 1. 0.]
josé,[0.5]
bartumrahmte,[1.  0.  0.5 0. ]
quien,[0.5]
sabe,[1. 0.]
pfütz,[0.5]
säu,[0.5]
jugendstärk,[1.  0.  0.5 0. ]
erlösungswerk,[0.  1.  0.  0.5]
stockblinder,[1. 0. 0.]
besserwerden,[1.  0.  0.5 0. ]
einemmal,[1. 0. 0.]
unsereinen,[1.  0.  0.5 0. ]
ueble,[1. 0.]
allermeist,[1. 0. 0.]
gleichgemuten,[1.  0.  0.5 0. ]
ballfest,[1.  0.5]
frauenreiz,[1.  0.  0.5]
bänderreiche,[1.  0.  0.5 0. ]
verengert,[0. 1. 0.]
trauerkleid,[1.  0.  0.5]
liebermann,[1.  0.  0.5]
gerad,[0. 1.]
oefter,[1. 0.]
uebles,[1. 0.]
dieserwegen,[1.  0.  0.5 0. ]
allerargste,[1. 0. 0. 0.]
zügenglöckchen,[1.  0.5 0. ]
herre,[1. 0.]
träuft,[0.5]
unberaten,[1.  0.  0.5 0. ]
reu,[0.5]
dirnlein,[1. 0.]
bettfuß,[1.  0.5]
nder,[0.5]
schand,[0.5]
ungebetnen,[1.  0.  0.  0.5 0. ]
händefalten,[1.  0.  0.5 0. ]
himmelssaal,[1.  0.  0.5]
tröpflein,[1. 0.]
gutthat,[1.  0.  0.5]
engelsarm,[1.  0.5 0. ]
höllenschrecken,[1.  0.  0.5 0. ]
flammenzungenspiel,[1.  0.  0.  0.  0.5]
zunichte,[1.  0.5 0. ]
gierde,[1. 0.]
unt,[0.5]
unbegehrte,[1.  0.  0.5 0. ]
thust,[0.5]
oftmal,[1. 0.]
festgebannt,[1.  0.  0.5]
freuudnachbarlich,[1. 0. 0. 0. 0. 0.]
glanzvoll,[1.  0.5]
zuwege,[1.  0.  0.5]
paarmal,[1. 0.]
lauhinweh,[1.  0.5 0. ]
helllachende,[1.  0.5 0.  0. ]
entschloß,[0. 1.]
myrtenkranz,[1.  0.  0.5]
reichwallenden,[1.  0.5 0.  0. ]
auszusehn,[1.  0.  0.5]
weltschmerzlichen,[1.  0.5 0.  0. ]
hellgoldigem,[1. 0. 0. 0.]
müßtest,[1. 0.]
thörichte,[1. 0. 0.]
bewunden,[0. 1. 0.]
herzwehem,[1.  0.  0.  0.5]
glanzlos,[1. 0.]
hangen,[1. 0.]
gezehret,[0. 1. 0.]
vergangnen,[0. 1. 0.]
rischen,[1. 0.]
ringlein,[1. 0.]
sonnenblick,[1.  0.  0.5]
durchgleißen,[1.  0.5 0. ]
staubgeborner,[1.  0.  0.5 0. ]
nebelleib,[1.  0.  0.5]
wetterweh,[1.  0.  0.5]
donnerkrach,[1.  0.  0.5]
frühlingssäuseln,[1.  0.  0.5 0. ]
auferblüh,[1.  0.  0.  0.5]
klargeründet,[1.  0.  0.5 0. ]
leichtverwischet,[1.  0.  0.5 0. ]
schlößchen,[1. 0.]
gesundheithalber,[0.  1.  0.  0.5 0. ]
zerbrochne,[0. 1. 0.]
netzewebende,[1.  0.  0.5 0.  0. ]
wußte,[1. 0.]
selbsterhaltung,[1.  0.  0.  0.  0.5]
schwächern,[1. 0.]
verdroß,[0. 1.]
hinwieder,[1.  0.5 0. ]
selbsteigner,[1. 0. 0.]
himmelslust,[1.  0.  0.5]
grübelei,[1.  0.5]
verdruß,[0. 1.]
höllenpfuhle,[1.  0.  0.5 0. ]
himmelsthür,[1.  0.  0.5 0. ]
vorbeigerannt,[0.  1.  0.  0.5]
zagheit,[1. 0.]
erfahrnen,[0. 1. 0.]
geruhig,[0. 1. 0.]
müßte,[1. 0.]
himmelslohe,[1.  0.  0.5 0. ]
bessrer,[1. 0.]
götterschluß,[1.  0.  0.5]
tiefgefurchten,[1.  0.  0.5 0. ]
durchrieselt,[1.  0.5 0. ]
jugendlust,[1.  0.  0.5]
reinerm,[1. 0.]
verächter,[0. 1. 0.]
rauher,[1. 0.]
gezieh,[0. 1.]
geisterkämpe,[1.  0.  0.5 0. ]
ehrensäulen,[1.  0.  0.5 0. ]
diejenen,[1. 0. 0.]
herniederbeugen,[0.  1.  0.  0.5 0. ]
vermahnend,[0. 1. 0.]
gräberkreuze,[1.  0.  0.5 0. ]
kirchhofmauer,[1.  0.  0.5 0. ]
völkerfrühling,[1.  0.  0.5 0. ]
angeweht,[1.  0.  0.5]
knieet,[1. 0.]
erschoß,[0. 1.]
morgenrote,[1.  0.  0.5 0. ]
obgesieget,[0. 0. 1. 0.]
dö,[0.5]
nordpolfahrer,[1.  0.  0.5 0. ]
wiß,[0.5]
nkinna,[1. 0.]
seg,[0.5]
schulmaster,[1.  0.5 0. ]
glei,[0.5]
lisl,[0.5]
feini,[1. 0.]
oanen,[1. 0.]
koana,[0. 1.]
eini,[1. 0.]
kuraschierte,[0. 0. 1. 0.]
manner,[1. 0.]
oesterreicher,[1.  0.  0.5 0. ]
landsleut,[1.  0.5]
soan,[0. 1.]
kemman,[1. 0.]
hoam,[0.5]
hirzt,[0.5]
oans,[1.]
stückl,[0.5]
unternomma,[0.5 0.  1.  0. ]
verfror,[0. 1.]
bräve,[1. 0.]
soand,[0. 1.]
weitsten,[1. 0.]
unvordenkli,[1.  0.  0.5 0. ]
nenna,[1. 0.]
tiafst,[0.5]
eb,[1.]
winkerl,[1. 0.]
kenna,[1. 0.]
verflucha,[0. 1.]
oaner,[1. 0.]
siacht,[1.]
moan,[0. 1.]
oan,[1.]
suacher,[1. 0.]
rechta,[1. 0.]
anderne,[1. 0. 0.]
bißl,[0.5]
ihna,[1. 0.]
thuat,[1.]
verstecka,[0. 1.]
kloana,[0. 1. 0.]
sakra,[1. 0.]
endli,[1. 0.]
kloin,[0.5]
bröserl,[1. 0.]
boda,[1. 0.]
woaß,[0.5]
muaß,[0.5]
mänigsmal,[1.  0.  0.5]
frumm,[0.5]
kuraschi,[0. 1. 0.]
ausstehn,[0.5]
wetta,[1.]
koaner,[1.]
sundere,[1. 0. 0.]
aufg,[0.5]
rührigkeit,[1. 0. 0.]
sachet,[1. 0.]
freundli,[1. 0.]
ihner,[1. 0.]
frohbewegt,[1.  0.  0.5]
volkesseele,[1.  0.  0.5 0. ]
raimunds,[1. 0.]
anmutsvolle,[1.  0.  0.5 0. ]
feenreich,[1.  0.5]
flottwell,[1.  0.5]
cheristane,[0. 0. 1. 0.]
volksmuse,[1.  0.5 0. ]
getreulich,[0. 1. 0.]
ehrenschuld,[1.  0.  0.5]
zeitenstrom,[1.  0.  0.5]
gegenseit,[1.  0.  0.5]
fleckenlos,[1. 0. 0.]
offnem,[1. 0.]
verkleinen,[0. 1. 0.]
umdrohet,[1.  0.5 0. ]
ueberzeugung,[1.  0.  0.5 0. ]
sorgenvolle,[1.  0.  0.5 0. ]
leichtbewegten,[1.  0.  0.5 0. ]
volkesherzen,[1.  0.  0.5 0. ]
farbenreicher,[1.  0.  0.  0.5 0. ]
reinern,[1. 0.]
ernstre,[1. 0.]
märchenzauber,[1.  0.  0.5 0. ]
rauhe,[1. 0.]
vollbewußt,[1.  0.  0.5]
kernigen,[1. 0. 0.]
volksgestalten,[1.  0.  0.5 0. ]
gestreuet,[0. 1. 0.]
menschenlieb,[1.  0.  0.5]
urewige,[1. 0.]
stillergebnem,[1.  0.  0.5 0. ]
zurückesank,[0.  1.  0.  0.5]
wohlverdiente,[1.  0.  0.5 0. ]
elmars,[0. 1.]
meisterzeichen,[1.  0.  0.5 0. ]
goldblättchen,[1.  0.5 0. ]
urwüchsige,[1.  0.5 0.  0. ]
anzengrubers,[1.  0.  0.5 0. ]
11,[1.]
1888,[1.]
figaro,[0. 1. 0.]
zeitgedichte,[1.  0.  0.5 0. ]
elmar,[0. 1.]
kampfgefährte,[1.  0.  0.5 0. ]
maienzeit,[1.  0.  0.5]
ergebenst,[0. 1. 0.]
anzengruber,[1.  0.  0.5 0. ]
revenue,[0. 0. 1.]
volksgunst,[1.  0.5]
geschichts,[0. 1.]
herzenskenner,[1.  0.  0.5 0. ]
mißmut,[1. 0.]
gottverfluchter,[1.  0.  0.5 0. ]
gottesgab,[1.  0.  0.5]
verschändet,[0. 1. 0.]
kunstwein,[1.  0.5]
ueb,[0.5]
beizeit,[1.  0.5]
christmensch,[1.  0.5]
kellerei,[0. 1. 0.]
umsunst,[0. 1.]
wundermilder,[1.  0.  0.5 0. ]
frühlingshauch,[1.  0.  0.5]
sonnenglüh,[1.  0.  0.5 0. ]
reisepelz,[1.  0.  0.5]
fußsack,[1.  0.5]
frührot,[0.5]
sonach,[0. 1.]
künder,[1. 0.]
ueberdruß,[1.  0.  0.5]
haltst,[0.5]
gedächt,[0. 1.]
drittlings,[1. 0.]
wonnige,[1. 0. 0.]
weibergeschlecht,[1.  0.  0.  0.5]
heuttags,[1.  0.5]
rüstigern,[1. 0. 0.]
ausgesungen,[1.  0.  0.5 0. ]
farbenkasten,[1.  0.  0.  0.5 0. ]
unwillkomm,[1.  0.  0.5]
weltenanbeginn,[1.  0.  0.5 0.  0. ]
satyrhaupt,[1.  0.  0.  0.5]
schauns,[0.5]
durchschreckt,[1.  0.5]
seifenschaumgeborner,[1.  0.  0.  0.5 0.  0. ]
denkmalbauen,[1.  0.  0.5 0. ]
kleingewerbe,[1.  0.  0.5 0. ]
mißtraut,[1. 0.]
zurückekehren,[0.  1.  0.  0.5 0. ]
spazierengehen,[0.  1.  0.  0.5 0. ]
fleischerbank,[1.  0.  0.5]
lehrnis,[1. 0.]
hirtenpflicht,[1.  0.  0.5]
moorgrund,[1.  0.5]
kargbemessne,[1.  0.  0.5 0. ]
heißersehnten,[1.  0.  0.5 0. ]
menschenworte,[1.  0.  0.5 0. ]
hartköpfige,[1.  0.5 0.  0. ]
mei,[0.5]
vetta,[1. 0.]
herrgottschnitzerei,[1.  0.  0.  0.5 0. ]
aft,[0.5]
eahm,[0.5]
amal,[1.]
ferti,[1. 0.]
africhti,[1. 0. 0.]
lieba,[1. 0.]
kloanigkeit,[0. 1. 0. 0. 0.]
pflöckl,[1.]
weggaschneid,[1.  0.5]
draf,[0.5]
wunda,[1. 0.]
niemal,[1. 0.]
malör,[0. 1.]
schiecht,[0.5]
messa,[1. 0.]
durisiecht,[0. 0. 1.]
bübal,[0. 1.]
sach,[0.5]
zun,[0.5]
konn,[0.5]
behaupta,[0. 1.]
eppa,[1.]
augna,[1. 0.]
anderscht,[1. 0.]
neinschau,[1.  0.5]
thoan,[0. 1.]
ausdicht,[1.  0.5]
kimmt,[0.5]
herninmt,[0.5 1. ]
muatta,[1. 0.]
schwar,[0.5]
herzliabe,[1.  0.  0.5 0. ]
nohat,[1. 0.]
schotz,[0.5]
valier,[0. 1.]
nua,[0.5]
waß,[0.5]
chör,[0.5]
dazua,[1. 0.]
lebzeit,[1.  0.5]
nüag,[0.5]
oane,[1. 0.]
vagunnt,[0. 1.]
müaßt,[0.5]
lüag,[0.5]
guat,[0.5]
mocha,[1.]
kunnt,[0.5]
wachskirzen,[1.  0.5 0. ]
grod,[0.5]
tanzbod,[1.  0.5]
voron,[1.]
flaumfederleicht,[1.  0.  0.  0.5]
nöt,[0.5]
wachsler,[1. 0.]
herzliab,[1.  0.  0.5]
schotzerl,[1. 0.]
nuar,[0. 1.]
ondra,[1. 0.]
hot,[0.5]
loß,[0.5]
bua,[1.]
nia,[1.]
koa,[1.]
ondri,[1. 0.]
foll,[0.5]
dirndal,[1.  0.5]
mon,[0.5]
allweg,[1.  0.5]
om,[0.5]
ondern,[1. 0.]
dalkatas,[1. 0. 0.]
frog,[0.5]
mog,[0.5]
sixtas,[1. 0.]
büabl,[0. 1.]
liabt,[1. 0.]
schiacht,[0.5]
ollwal,[1. 0.]
zwa,[0.5]
kailbel,[1. 0.]
elendig,[1. 0.]
kailberl,[1.  0.5]
bengerl,[1. 0.]
oxenschlag,[1.  0.5]
füllerl,[1. 0.]
wengerl,[1. 0.]
ziegelwag,[1.  0.  0.5]
aengsten,[1. 0.]
katechisimus,[0. 0. 1. 0. 0.]
siebz,[0.5]
allz,[0.5]
